掌权人,排名,排名变化,财富值_人民币_亿,财富值_美元,财富值变化,人物关系,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,性别,年龄,出生地_中文,籍贯_中文,常住地_中文,学历_中文,毕业院校_中文,毕业院校_英文,专业_中文,专业_英文
瞿晓铧、张含冰,940,-185,55.0,770.0,-31%,夫妇,阿特斯,Csi,江苏苏州,Jiangsu,光伏设备,Green Energy,先生,60,,,中国-上海,,,,,
商晓波、邓烨芳,940,-375,55.0,770.0,-48%,夫妇,鸿路钢构,Honglu Steel Structure,安徽合肥,Anhui,金属结构制造业,Manufacturing of metal structures,先生,50,中国-浙江-绍兴,,中国-安徽-合肥,,,,,
束小龙、董雪,940,150,55.0,770.0,0%,夫妇,老乡鸡,Laoxiangji,安徽合肥,Anhui,餐饮,Restaurant,先生,36,中国-安徽-合肥,,中国-安徽-合肥,,,,,
孙永根,940,133,55.0,770.0,-4%,未知,天圣控股,Tiansheng ,浙江绍兴,Zhejiang,化纤,Chemical fibers,先生,53,中国-浙江-绍兴,,中国-浙江-绍兴,,,,,
汪东颖,940,150,55.0,770.0,0%,未知,纳思达,Ninestar,广东珠海,Guangdong,打印设备,Printing Equipment,先生,58,中国-甘肃-兰州,中国-甘肃-兰州,中国-广东-珠海,,,,,
王刚,940,68,55.0,770.0,-8%,未知,满帮,Manbang,贵州贵阳,Guizhou,物流,Transportation,先生,48,,,中国-浙江-杭州,,,,,
王坚,940,150,55.0,770.0,0%,未知,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",先生,62,,,中国-浙江-杭州,本科,浙大,,,
王俊,940,68,55.0,770.0,-8%,未知,碳云、华大基因,"iCarbonX, Bgi Genomics",广东深圳,Guangdong,医疗大数据、基因检测,Health Tech,先生,48,,,中国-广东-深圳,本科,北大,,,
伍亚林、伍阿凤,940,New,55.0,770.0,NEW,夫妇,博俊科技,Bojun,江苏苏州,Jiangsu,汽车零部件,Auto Components,先生,57,中国-福建-莆田,中国-福建-莆田,中国-江苏-苏州,,,,,
谢秉政、冯玲玲,940,-234,55.0,770.0,-35%,夫妇,比音勒芬,Biemlf,广东广州,Guangdong,服装,Apparel,先生,55,中国-浙江-温州,中国-浙江-温州,中国-广东-广州,,,,,
杨文龙,940,-79,55.0,770.0,-25%,家族,仁和药业,Renhe,江西宜春,Jiangxi,医药,Pharmaceuticals,先生,62,中国-江西-宜春,中国-江西-宜春,中国-江西-宜春,硕士,人大,,,
姚文琛,940,-79,55.0,770.0,-25%,家族,姚记扑克,Yaoji,上海,Guangdong,文娱,Entertainment,先生,73,,,中国-上海,,,,,
张学武,940,-127,55.0,770.0,-27%,未知,盐津铺子,Yanker,湖南长沙,Hunan,食品制造,Food processing,先生,50,,,中国-湖南-长沙,,,,,
张学政,940,-271,55.0,770.0,-39%,未知,闻泰科技,Wingtech,浙江嘉兴,Zhejiang,半导体,Semiconductors,先生,49,,,中国-浙江-嘉兴,本科,,,,
张镇潮,940,-234,55.0,770.0,-35%,未知,税友股份,Servyou Software,浙江杭州,Zhejiang,财税软件,SaaS,先生,57,,,中国-浙江-杭州,,,,,
赵轶、徐昕,940,0,55.0,770.0,-15%,夫妇,长川科技,Changchuan Technology Co,浙江杭州,Zhejiang,半导体设备,Semiconductors,先生,48,中国-浙江,,中国-浙江-杭州,本科,,,,
郑元豹,940,68,55.0,770.0,-8%,未知,人民电器,People ElE Appliance ,浙江温州,Zhejiang,工业电器、房地产、投资,"Industrial electronics, real estate, Investments ",先生,66,中国-浙江-温州,,中国-浙江-温州,,,,,
钟声坚,940,-44,55.0,770.0,-21%,未知,仁恒,Yanlord,上海浦东,Shanghai,房地产,"Property, industrial",先生,66,中国-广东-汕尾,中国-广东-汕尾,新加坡,,,,,
周光平,940,New,55.0,770.0,NEW,家族,小米,Xiaomi,北京,Beijing,智能硬件与技术、投资,"IoT, Investments",先生,未知,,,中国-北京,,,,,
周剑,940,-404,55.0,770.0,-50%,未知,迈为股份,Maxwell,江苏苏州,Jiangsu,智能制造装备,Intelligent manufacturing equipment,先生,48,,,中国-江苏-苏州,,,,,
杜越新,987,188,54.0,760.0,6%,未知,嘉德,China Guardian,北京,Beijing,投资、拍卖,"Investments, Auction",先生,未知,,,中国-北京,,,,,
耿殿根,987,4,54.0,760.0,-14%,未知,光环新网,Sinnet,北京,Beijing,电信运营,Telecom,先生,68,,,中国-北京,硕士,德克萨斯,,,
卢荣富,987,21,54.0,760.0,-10%,未知,亿联网络,Yealink,福建厦门,Fujian,通信,Communication,先生,53,,,中国-福建-厦门,本科,复旦,,,
徐子泉、康宁,987,18,54.0,760.0,-11%,夫妇,捷成,Jetsen,北京,Beijing,软件与信息服务,Software and Information Services,先生,66,,,中国-北京,本科,,,,
奥凤廷,991,New,53.0,750.0,NEW,未知,蒙泰,Mengtai,内蒙古鄂尔多斯,Inner Mongolia,煤炭、热电、铝合金,"Coal, Energy, Aluminum products",先生,65,,,中国-内蒙古-鄂尔多斯,,,,,
代田田,991,17,53.0,750.0,-12%,未知,柏楚电子,Friendess,上海闵行,Shanghai,信息技术,Information technology,先生,41,,,中国-上海,硕士,上海交大、上海交大,,,
丁水波,991,-130,53.0,750.0,-27%,未知,特步,Xtep,福建厦门,Fujian,体育用品,Sportswear,先生,54,中国-福建-泉州,,中国-福建-厦门,,,,,
刘满世,991,188,53.0,750.0,6%,家族,满世,Manshi,内蒙古鄂尔多斯,Inner Mongolia,煤炭,Coal,先生,75,中国-内蒙古,中国-内蒙古,中国-内蒙古-鄂尔多斯,,,,,
邱达强,991,99,53.0,750.0,-4%,未知,富地石油,Fortune Oil,香港,Hong Kong,石油化工,Petrochemicals,先生,62,中国-香港,中国-香港,中国-香港,,,,,
施清岛,991,99,53.0,750.0,-4%,家族,台华新材,Taihua New Material Co,浙江嘉兴,Zhejiang,纺织材料,Textiles,先生,59,,,中国-浙江-嘉兴,,,,,
吴英,991,-455,53.0,750.0,-52%,未知,美畅,Metron,陕西咸阳,Shaanxi,新材料,New materials,先生,60,,,中国-北京,,,,,
谢可滔,991,-51,53.0,750.0,-18%,未知,中教,China education,香港,Hong Kong,教育,Education,先生,60,,,中国-香港,硕士,,,,
熊晓鸽,991,188,53.0,750.0,6%,未知,IDG资本,IDG,北京,Beijing,投资,Investments,先生,69,中国-湖南-湘潭,,中国-北京,博士,湖南、社科院、波士顿、塔夫茨,,,
徐小平,991,188,53.0,750.0,6%,未知,真格,Zhenge,北京,Beijing,投资,Investments,先生,68,中国-江苏-泰兴,中国-江苏,中国-北京,硕士,中央音乐、加拿大萨斯卡彻温,,,
徐勇,991,-322,53.0,750.0,-41%,未知,百度,Baidu,北京,Beijing,网络信息服务,Internet Information Services,先生,60,中国-河南,,中国-北京,博士,北大、美国A&M、UC Berkele,,,
阎焱,991,188,53.0,750.0,6%,未知,赛富,SAIF,北京,Beijing,投资,Investments,先生,67,中国-安徽-安庆,中国-安徽-安庆,中国-北京,博士,南航、北大、普林斯顿,,,
于果,991,-51,53.0,750.0,-18%,未知,中教,China education,香港,Hong Kong,教育,Education,先生,62,,,中国-香港,硕士,,,,
庄辰超,991,188,53.0,750.0,6%,未知,斑马投资,Banma,北京,Beijing,投资,Investments,先生,48,中国-上海,,中国-北京,本科,北大,,,
冯陟旻,1005,New,52.0,730.0,NEW,未知,冬海集团,Sea,新加坡,Singapore,网络游戏、电商,"Online Games, E-Commerce",未知,未知,,,新加坡,本科,新加坡国立大学,,,
傅梅城,1005,57,52.0,730.0,-12%,未知,华策影视,Huace Film & TV,浙江杭州,Zhejiang,影视传媒,Television & media ,先生,67,中国-浙江-杭州,,中国-浙江-杭州,,,,,
李立新,1005,3,52.0,730.0,-13%,未知,利时,Lishi,浙江宁波,Zhejiang,塑胶产品、商业连锁、投资,"Plastic products, commercial chains, Investments",先生,57,中国-浙江,,中国-浙江-宁波,,,,,
刘海燕,1005,63,52.0,730.0,-10%,未知,大陆希望,Continental Hope ,四川成都,Sichuan,机械电气、能源化工、房地产,"Energy, chemical, real estate",先生,未知,中国-四川,,中国-四川-成都,,,,,
袁金华,1005,-18,52.0,730.0,-19%,未知,三一,Sany,北京,Beijing,重型机械,Heavy Machinery,先生,65,,,中国-湖南-长沙,本科,中南,,,
朱义文、朱剑乔,1005,-440,52.0,730.0,-50%,父女,海吉亚,Hygia,上海长宁,Shanghai,肿瘤检测,Tumour detection,先生,未知,,,中国-上海,,,,,
胡季强,1011,62,51.0,720.0,-11%,未知,康恩贝,Conba Pharmaceutical,浙江杭州,Zhejiang,医药,Pharmaceuticals,先生,63,中国-浙江,,中国-浙江-杭州,本科,浙大,,,
彭翼捷,1011,131,51.0,720.0,-6%,未知,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",先生,45,,,中国-浙江-杭州,,,,,
涂建华,1011,69,51.0,720.0,-9%,未知,广联达,Glodon,北京,Beijing,软件与信息服务,Software and Information Services,先生,55,,,中国-北京,本科,四川党校,,,
王振滔、王晨,1011,-6,51.0,720.0,-16%,父子,奥康,Aokang,浙江温州,Zhejiang,鞋业、地产,"Shoes, real estate",先生,59,中国-浙江-温州,,中国-浙江-温州,,,,,
尤小华,1011,168,51.0,720.0,2%,未知,华峰,Huafeng,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, aluminum, Investments",先生,未知,,,中国-浙江-温州,,,,,
周明华,1011,168,51.0,720.0,2%,未知,华海药业,Huahai Pharmaceutical,浙江台州,Zhejiang,医药,Pharmaceuticals,先生,60,中国-浙江,,中国-浙江-台州,硕士,,,,
周云杰,1011,146,51.0,720.0,-2%,未知,奥瑞金,ORG Packaging,北京,Beijing,包装,Packaging,先生,63,,,中国-北京,,,,,
孙荫环,1018,161,50.2,710.0,0%,家族,亿达,Yida,辽宁大连,Liaoning,房地产、软件园,"Real Estate, Software Development Zone",先生,74,中国-辽宁,,中国-辽宁-大连,,,,,
安治富,1019,-20,50.0,700.0,-19%,家族,富临,Fulin,四川绵阳,Sichuan,房地产、运输,"Real estate, transportation",先生,78,中国-四川,中国-四川-遂宁,中国-四川-绵阳,本科,,,,
蔡浩、杨雪艳,1019,New,50.0,700.0,NEW,夫妇,中信博,Arctech Solar,江苏苏州,Jiangsu,光伏设备,Green Energy,先生,53,,,中国-江苏-苏州,,,,,
曹建伟,1019,-498,50.0,700.0,-57%,未知,晶盛机电,Jingsheng Mechanical & Electrical Co,浙江绍兴,Zhejiang,机电设备,Equipment manufacturing,先生,46,,,中国-浙江-绍兴,博士,,,,
曹克坚,1019,-264,50.0,700.0,-38%,未知,开山控股,KaiShan,浙江衢州,Zhejiang,压缩机,Compressor,先生,62,中国-浙江,,中国-浙江-衢州,,,,,
车冯升,1019,128,50.0,700.0,-6%,未知,四环医药,Sihuan Pharm,北京,Beijing,医药,Pharmaceuticals,先生,62,中国-山东,中国-山东,中国-北京,硕士,中欧,,,
陈刚、欧春连,1019,-564,50.0,700.0,-62%,夫妇,爱旭股份,Aikosolar,上海浦东,Shanghai,太阳能电池,Solar cell,先生,56,,,中国-上海,,,,,
陈建造,1019,New,50.0,700.0,NEW,家族,宝雅,Poya,台湾台南,Taiwan,美妆日用品连锁店,Beauty Chain Stores,未知,未知,,,台湾台南,,,,,
陈茂春,1019,160,50.0,700.0,0%,未知,兴华财富,Xinghua Fortune,河北邯郸,Hebei,钢铁,Steel,先生,72,中国-福建-宁德,,中国-河北-邯郸,,,,,
陈小英,1019,160,50.0,700.0,0%,未知,申通快递,STO,上海青浦,Shanghai,物流,Logistics,先生,48,中国-浙江-杭州,中国-浙江-杭州,中国-上海,,,,,
陈育新、赵桂琴,1019,71,50.0,700.0,-9%,夫妇,华西希望,West Hope,四川成都,Sichuan,畜牧业、教育,"Animal Husbandry, Education",先生,74,中国-四川,中国-四川,中国-四川-成都,本科,四川农业,,,
崔维星,1019,160,50.0,700.0,0%,未知,德邦快递,Deppon,上海青浦,Shanghai,快递,Express Delivery,先生,54,中国-山东-潍坊,中国-山东-潍坊,中国-上海,本科,厦大,,,
戴立忠,1019,New,50.0,700.0,NEW,未知,圣湘生物,Sansure,湖南长沙,Hunan,医药制造业,Pharmaceuticals,先生,56,中国-北京,中国-北京,中国-湖南-长沙,,,,,
戴震,1019,71,50.0,700.0,-9%,未知,能链,Newlink,山东青岛,Shandong,充电服务,SaaS,先生,46,中国-吉林-白城,中国-吉林-白城,中国-山东-青岛,,,,,
单建明、鲍凤娇,1019,43,50.0,700.0,-15%,夫妇,美欣达,Mizuda ,浙江湖州,Zhejiang,纺织、房地产、投资,"Textiles, real estate, Investments ",先生,64,中国-浙江-湖州,,中国-浙江-湖州,硕士,,,,
丁佐宏,1019,-11,50.0,700.0,-17%,未知,月星,Yuexing,上海普陀,Shanghai,房地产、零售、制造,"Real estate, retail, manufacturing",先生,62,中国-江苏-南通,中国-江苏-南通,中国-上海,硕士,中欧,,,
方展城,1019,New,50.0,700.0,NEW,未知,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,先生,未知,,,中国-广东-佛山,,,,,
冯小华,1019,-11,50.0,700.0,-17%,未知,洋浦南华糖业,Nanhua Sugar,广西南宁,Guangxi,制糖业,Sugar,先生,68,中国-广东-梅州,,中国-广西-南宁,本科,暨南,,,
付胜龙,1019,-123,50.0,700.0,-29%,家族,大汉控股,Dahan,湖南邵阳,Hunan,钢材贸易、房地产,"Steel trading, real estate",先生,62,中国-湖南-邵阳,中国-湖南,中国-湖南-邵阳,,,,,
黄伟常,1019,71,50.0,700.0,-9%,家族,六福,Luk Fook,香港,Hong Kong,珠宝零售,Jewellery Retail,先生,73,中国-香港,中国-香港,中国-香港,,,,,
纪海鹏,1019,-11,50.0,700.0,-17%,家族,龙光地产,Logan Property,广东深圳,Guangdong,房地产,Real Estate,先生,57,中国-广东-汕头,,中国-广东-深圳,,,,,
江黎明,1019,-79,50.0,700.0,-23%,未知,利泰,Lited,广东佛山,Guangdong,汽车经销,Automobile Sales,先生,未知,中国-湖北-武汉,中国-湖北-黄冈,中国-广东-佛山,本科,武大,,,
蒋锡培、蒋承志,1019,-79,50.0,700.0,-23%,父子,智慧能源,Smarter Energy,江苏无锡,Jiangsu,电缆、医药、房地产,"Cable, pharmaceuticals, real estate",先生,61,中国-江苏-无锡,中国-江苏-无锡,中国-江苏-无锡,,,,,
柯建生,1019,New,50.0,700.0,NEW,未知,索菲亚,Suofeiya,广东广州,Guangdong,家具,Furniture,先生,60,,,中国-广东-广州,,,,,
李俊田,1019,-158,50.0,700.0,-32%,未知,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,先生,49,,,中国-广东-深圳,,,,,
李完小,1019,-264,50.0,700.0,-38%,家族,航天环宇,Aerospace Huanyu,湖南长沙,Hunan,航空设备,Aeronautical equipment,先生,58,中国-湖南-长沙,,中国-湖南-长沙,,,,,
李志刚,1019,-11,50.0,700.0,-17%,未知,帝尔激光,DR Laser,湖北武汉,Hubei,设备制造,Manufacturing,先生,48,,,中国-湖北-武汉,博士,,,,
林伯实,1019,54,50.0,700.0,-12%,家族,台玻,Taiwan Glass,台湾台北,Taiwan,建筑玻璃,Glass,先生,79,中国-台湾-台北,,中国-台湾-台北,,,,,
林鸿明,1019,New,50.0,700.0,NEW,未知,信骅科技,Aspeed,台湾新竹,Taiwan,半导体,Semiconductors,未知,未知,,,台湾新竹,硕士,清华大学,,,
林集永,1019,-79,50.0,700.0,-23%,未知,慕思,De Rucci,广东东莞,Guangdong,床垫,Furniture ,先生,54,中国-广东-惠阳,中国-广东-惠阳,中国-广东-东莞,,,,,
林晓辉、苏娇华,1019,160,50.0,700.0,0%,夫妇,伟禄,Realord,香港,Hong Kong,投资、房地产,"Investments, Real Estate",先生,51,,,中国-香港,,,,,
刘国伟,1019,-206,50.0,700.0,-33%,未知,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,先生,52,,,中国-广东-深圳,,,,,
刘冀鲁、刘凌云,1019,71,50.0,700.0,-9%,父女,顺丰,SF,广东深圳,Guangdong,快递,Express Delivery,先生,77,中国-安徽,中国-安徽,中国-香港,,,,,
鲁卫东,1019,138,50.0,700.0,-4%,未知,鄂尔多斯,Erdos,内蒙古鄂尔多斯,Inner Mongolia,羊绒、煤电、冶金、房地产,"Cashmere, Coal, Real Estate",先生,59,,,中国-内蒙-古鄂尔多斯,,,,,
马飞、黄峥,1019,128,50.0,700.0,-6%,夫妇,飞荣达,FRD,广东深圳,Guangdong,电子元件,Electronic Components,先生,56,中国-广东-河源,中国-广东-河源,中国-广东-深圳,,,,,
阙伟东,1019,New,50.0,700.0,NEW,家族,确成股份,Quechen Silicon,江苏无锡,Jiangsu,化工,Chemicals,先生,56,,,中国-江苏-无锡,,,,,
沈国荣,1019,New,50.0,700.0,NEW,未知,国电南瑞,Nari,江苏南京,Jiangsu,电网自动化,Automation,先生,未知,,,中国-江苏-南京,,,,,
孙洪军,1019,-158,50.0,700.0,-32%,未知,艾为电子,Awinic,上海,Shanghai,芯片,Chips,先生,51,中国-辽宁-铁岭,中国-辽宁-铁岭,中国-上海,,,,,
孙雁军,1019,New,50.0,700.0,NEW,家族,飞南资源,Feinan Resource,广东佛山,Guangdong,金属回收,Metallurgy,未知,未知,,,广东佛山,,,,,
陶春风,1019,-20,50.0,700.0,-19%,未知,长鸿高科,Changhong Polymer Scientific & Technical,浙江宁波,Zhejiang,高分子材料,Polymers,先生,57,,,中国-浙江-宁波,,,,,
陶意,1019,-313,50.0,700.0,-41%,未知,波克,Boke,上海,Shanghai,游戏,Online games,先生,未知,,,中国-上海,,,,,
田刚印,1019,New,50.0,700.0,NEW,未知,联合飞机,United Aircraft,广东深圳,Guangdong,航天,Aerospace,未知,未知,,江苏盐城,广东深圳,本科,北京理工大学,,,
万永兴,1019,-28,50.0,700.0,-21%,未知,中瑞,Rail holdings,河南郑州,Henan,煤炭供应链管理、房地产,"Coal supply chain management, Real Estate",先生,53,,,中国-河南-郑州,,,,,
王兵、赵文君,1019,New,50.0,700.0,NEW,夫妇,十月稻田,Shiyue Daotian,北京,Beijing,食品,Food & Beverages,先生,42,中国-山东-东营,,中国-山东-东营,,,,,
王炳坤,1019,-79,50.0,700.0,-23%,未知,慕思,De Rucci,广东东莞,Guangdong,床垫,Furniture ,先生,52,中国-广东-东莞,中国-广东-东莞,中国-广东-东莞,,,,,
王春生、吕莉,1019,New,50.0,700.0,NEW,夫妇,安洁科技,Anjie,江苏苏州,Jiangsu,消费电子组件,Consumer and Industry Electronics,先生,49,,,中国-江苏-苏州,本科,江苏理工,,,
王力展,1019,New,50.0,700.0,NEW,未知,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,先生,未知,,,中国-广东-佛山,,,,,
王念强,1019,New,50.0,700.0,NEW,未知,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",先生,60,中国-安徽-铜陵,,中国-广东-深圳,,,,,
王晓申,1019,-206,50.0,700.0,-33%,未知,赣锋锂业,Ganfeng Lithium,江西新余,Jiangxi,有色金属冶炼加工,Non-ferrous Metals Processing,先生,56,,,中国-江西-新余,,,,,
王张兴,1019,160,50.0,700.0,0%,未知,城市地产,City,上海浦东,Shanghai,房地产、投资,"Real estate, Investments",先生,57,中国-浙江-绍兴,中国-浙江-绍兴,中国-上海,,,,,
韦锦坤、韦利东,1019,-384,50.0,700.0,-47%,父子,泛微网络,E-cology,上海闵行,Shanghai,计算机技术,Computer technology,先生,71,,,中国-上海,,,,,
文剑平,1019,54,50.0,700.0,-12%,未知,碧水源,Origin Water,北京,Beijing,污水处理,Sewage Treatment,先生,62,中国-湖南,中国-湖南,中国-北京,博士,中南林业、中南林业科技、澳大利亚新南威尔士,,,
吴亦圭,1019,-11,50.0,700.0,-17%,家族,台聚,USI,台湾台北,Taiwan,化工,Chemicals,先生,72,中国-台湾,,中国-台湾-台北,,,,,
谢卓明,1019,New,50.0,700.0,NEW,家族,旭隼,Voltronic Power,台湾台北,Taiwan,电气设备,Electronic Equipment,未知,未知,,,台湾台北,本科,台湾大同大学,,,
徐国忠,1019,-384,50.0,700.0,-47%,家族,江苏国茂,Guomao,江苏常州,Jiangsu,设备制造,Manufacturing,先生,61,,,中国-江苏-常州,,,,,
徐明星,1019,160,50.0,700.0,0%,未知,欧科云链,OKEx,北京,Beijing,区块链,Blockchain,先生,39,,,中国-北京,本科,中国人民大学,,,
杨建良,1019,-592,50.0,700.0,-63%,家族,弘元绿能,Hoyuan Green Energy,江苏无锡,Jiangsu,光伏设备,Green Energy,先生,55,,,中国-江苏-无锡,,,,,
杨龙忠,1019,71,50.0,700.0,-9%,未知,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",先生,58,中国-江西-上饶,,中国-广东-深圳,本科,中南,,,
姚雄杰,1019,-158,50.0,700.0,-32%,未知,盛屯,Chengtun,广东深圳,Guangdong,锂电新能源材料,Specialty Chemicals,先生,未知,中国-福建-龙岩,中国-福建-龙岩,中国-广东-深圳,,,,,
叶华能,1019,160,50.0,700.0,0%,未知,宝丽华,Baolihua New Energy,广东广州,Guangdong,新能源,New Energy,先生,73,中国-广东-梅州,中国-广东-梅州,中国-广东-广州,,,,,
叶继跃、张桂玉,1019,-89,50.0,700.0,-24%,夫妇,三维股份,Sanwei Holding,浙江台州,Zhejiang,橡胶制品,Rubber Product,先生,57,中国-浙江,,中国-浙江-台州,本科,,,,
